CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S2_Workplace closing,S2_IsGeneral,S3_Cancel public events,S3_IsGeneral,S4_Close public transport,S4_IsGeneral,S5_Public information campaigns,S5_IsGeneral,S6_Restrictions on internal movement,S6_IsGeneral,S7_International travel controls,S8_Fiscal measures,S9_Monetary measures,S10_Emergency investment in health care,S11_Investment in Vaccines,S12_Testing framework,S13_Contact tracing,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,date_processed,country
Afghanistan,AFG,20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-01,Afghanistan
Afghanistan,AFG,20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-02,Afghanistan
Afghanistan,AFG,20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-03,Afghanistan
Afghanistan,AFG,20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-04,Afghanistan
Afghanistan,AFG,20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-05,Afghanistan
Afghanistan,AFG,20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-06,Afghanistan
Afghanistan,AFG,20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-07,Afghanistan
Afghanistan,AFG,20200108,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-08,Afghanistan
Afghanistan,AFG,20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-09,Afghanistan
Afghanistan,AFG,20200110,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-10,Afghanistan
Afghanistan,AFG,20200111,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-11,Afghanistan
Afghanistan,AFG,20200112,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-12,Afghanistan
Afghanistan,AFG,20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-13,Afghanistan
Afghanistan,AFG,20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-14,Afghanistan
Afghanistan,AFG,20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-15,Afghanistan
Afghanistan,AFG,20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-16,Afghanistan
Afghanistan,AFG,20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-17,Afghanistan
Afghanistan,AFG,20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-18,Afghanistan
Afghanistan,AFG,20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-19,Afghanistan
Afghanistan,AFG,20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-20,Afghanistan
Afghanistan,AFG,20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-21,Afghanistan
Afghanistan,AFG,20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-22,Afghanistan
Afghanistan,AFG,20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-23,Afghanistan
Afghanistan,AFG,20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-24,Afghanistan
Afghanistan,AFG,20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-25,Afghanistan
Afghanistan,AFG,20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-26,Afghanistan
Afghanistan,AFG,20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-27,Afghanistan
Afghanistan,AFG,20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-28,Afghanistan
Afghanistan,AFG,20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-29,Afghanistan
Afghanistan,AFG,20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-30,Afghanistan
Afghanistan,AFG,20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-01-31,Afghanistan
Afghanistan,AFG,20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-01,Afghanistan
Afghanistan,AFG,20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-02,Afghanistan
Afghanistan,AFG,20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-03,Afghanistan
Afghanistan,AFG,20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-04,Afghanistan
Afghanistan,AFG,20200205,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-05,Afghanistan
Afghanistan,AFG,20200206,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-06,Afghanistan
Afghanistan,AFG,20200207,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-07,Afghanistan
Afghanistan,AFG,20200208,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-08,Afghanistan
Afghanistan,AFG,20200209,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-09,Afghanistan
Afghanistan,AFG,20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-10,Afghanistan
Afghanistan,AFG,20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-11,Afghanistan
Afghanistan,AFG,20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-12,Afghanistan
Afghanistan,AFG,20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-13,Afghanistan
Afghanistan,AFG,20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-14,Afghanistan
Afghanistan,AFG,20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-15,Afghanistan
Afghanistan,AFG,20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-16,Afghanistan
Afghanistan,AFG,20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-17,Afghanistan
Afghanistan,AFG,20200218,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-18,Afghanistan
Afghanistan,AFG,20200219,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-19,Afghanistan
Afghanistan,AFG,20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-20,Afghanistan
Afghanistan,AFG,20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-21,Afghanistan
Afghanistan,AFG,20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020-02-22,Afghanistan
Afghanistan,AFG,20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,0,2020-02-23,Afghanistan
Afghanistan,AFG,20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,0,0,0,0,2020-02-24,Afghanistan
Afghanistan,AFG,20200225,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,2020-02-25,Afghanistan
Afghanistan,AFG,20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,2020-02-26,Afghanistan
Afghanistan,AFG,20200227,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,2020-02-27,Afghanistan
Afghanistan,AFG,20200228,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,2020-02-28,Afghanistan
Afghanistan,AFG,20200229,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,2020-02-29,Afghanistan
Afghanistan,AFG,20200301,0,NA,0,NA,2,0,0,NA,1,1,0,NA,0,0,NA,0,0,1,1,1,0,23.81,23.81,2020-03-01,Afghanistan
Afghanistan,AFG,20200302,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-02,Afghanistan
Afghanistan,AFG,20200303,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-03,Afghanistan
Afghanistan,AFG,20200304,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-04,Afghanistan
Afghanistan,AFG,20200305,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-05,Afghanistan
Afghanistan,AFG,20200306,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-06,Afghanistan
Afghanistan,AFG,20200307,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,1,0,28.57,28.57,2020-03-07,Afghanistan
Afghanistan,AFG,20200308,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,4,0,28.57,28.57,2020-03-08,Afghanistan
Afghanistan,AFG,20200309,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,4,0,28.57,28.57,2020-03-09,Afghanistan
Afghanistan,AFG,20200310,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,4,0,28.57,28.57,2020-03-10,Afghanistan
Afghanistan,AFG,20200311,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,7,0,28.57,28.57,2020-03-11,Afghanistan
Afghanistan,AFG,20200312,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,15000000,NA,15000000,0,1,1,7,0,28.57,28.57,2020-03-12,Afghanistan
Afghanistan,AFG,20200313,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,7,0,28.57,28.57,2020-03-13,Afghanistan
Afghanistan,AFG,20200314,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,25000000,NA,25000000,0,1,1,7,0,42.86,42.86,2020-03-14,Afghanistan
Afghanistan,AFG,20200315,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,10,0,42.86,42.86,2020-03-15,Afghanistan
Afghanistan,AFG,20200316,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,16,0,42.86,42.86,2020-03-16,Afghanistan
Afghanistan,AFG,20200317,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,21,0,42.86,42.86,2020-03-17,Afghanistan
Afghanistan,AFG,20200318,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,22,0,42.86,42.86,2020-03-18,Afghanistan
Afghanistan,AFG,20200319,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,22,0,42.86,42.86,2020-03-19,Afghanistan
Afghanistan,AFG,20200320,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,22,0,42.86,42.86,2020-03-20,Afghanistan
Afghanistan,AFG,20200321,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,24,0,42.86,42.86,2020-03-21,Afghanistan
Afghanistan,AFG,20200322,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,24,0,42.86,42.86,2020-03-22,Afghanistan
Afghanistan,AFG,20200323,2,1,0,NA,2,0,0,NA,1,1,0,NA,1,0,NA,0,0,1,1,34,0,42.86,42.86,2020-03-23,Afghanistan
Afghanistan,AFG,20200324,2,1,0,NA,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,40,1,52.38,52.38,2020-03-24,Afghanistan
Afghanistan,AFG,20200325,2,1,0,NA,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,42,1,52.38,52.38,2020-03-25,Afghanistan
Afghanistan,AFG,20200326,2,1,2,0,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,75,1,61.9,61.9,2020-03-26,Afghanistan
Afghanistan,AFG,20200327,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,75,1,71.43,71.43,2020-03-27,Afghanistan
Afghanistan,AFG,20200328,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,91,2,71.43,71.43,2020-03-28,Afghanistan
Afghanistan,AFG,20200329,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,106,3,71.43,71.43,2020-03-29,Afghanistan
Afghanistan,AFG,20200330,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,114,4,71.43,71.43,2020-03-30,Afghanistan
Afghanistan,AFG,20200331,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,141,4,71.43,71.43,2020-03-31,Afghanistan
Afghanistan,AFG,20200401,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,166,4,71.43,71.43,2020-04-01,Afghanistan
Afghanistan,AFG,20200402,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,192,4,71.43,71.43,2020-04-02,Afghanistan
Afghanistan,AFG,20200403,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,235,4,71.43,71.43,2020-04-03,Afghanistan
Afghanistan,AFG,20200404,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,235,4,71.43,71.43,2020-04-04,Afghanistan
Afghanistan,AFG,20200405,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,270,5,71.43,71.43,2020-04-05,Afghanistan
Afghanistan,AFG,20200406,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,299,7,71.43,71.43,2020-04-06,Afghanistan
Afghanistan,AFG,20200407,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,337,7,71.43,71.43,2020-04-07,Afghanistan
Afghanistan,AFG,20200408,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,367,11,71.43,71.43,2020-04-08,Afghanistan
Afghanistan,AFG,20200409,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,423,14,71.43,71.43,2020-04-09,Afghanistan
Afghanistan,AFG,20200410,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,484,15,71.43,71.43,2020-04-10,Afghanistan
Afghanistan,AFG,20200411,2,1,2,0,2,0,2,0,1,1,2,0,1,127711935,NA,54577750,0,1,1,521,15,71.43,71.43,2020-04-11,Afghanistan
Afghanistan,AFG,20200412,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,555,18,71.43,71.43,2020-04-12,Afghanistan
Afghanistan,AFG,20200413,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,607,18,71.43,71.43,2020-04-13,Afghanistan
Afghanistan,AFG,20200414,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,665,21,71.43,71.43,2020-04-14,Afghanistan
Afghanistan,AFG,20200415,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,714,23,71.43,71.43,2020-04-15,Afghanistan
Afghanistan,AFG,20200416,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,784,25,71.43,71.43,2020-04-16,Afghanistan
Afghanistan,AFG,20200417,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,794,29,71.43,71.43,2020-04-17,Afghanistan
Afghanistan,AFG,20200418,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,845,30,71.43,71.43,2020-04-18,Afghanistan
Afghanistan,AFG,20200419,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,908,30,NA,71.43,2020-04-19,Afghanistan
Afghanistan,AFG,20200420,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,996,33,NA,71.43,2020-04-20,Afghanistan
Afghanistan,AFG,20200421,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1031,35,NA,71.43,2020-04-21,Afghanistan
Afghanistan,AFG,20200422,NA,NA,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1092,36,NA,71.43,2020-04-22,Afghanistan
Afghanistan,AFG,20200423,NA,NA,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1176,40,NA,71.43,2020-04-23,Afghanistan
Albania,ALB,20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-01,Albania
Albania,ALB,20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-02,Albania
Albania,ALB,20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-03,Albania
Albania,ALB,20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-04,Albania
Albania,ALB,20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-05,Albania
Albania,ALB,20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-06,Albania
Albania,ALB,20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-07,Albania
Albania,ALB,20200108,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-08,Albania
Albania,ALB,20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-09,Albania
Albania,ALB,20200110,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-10,Albania
Albania,ALB,20200111,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-11,Albania
Albania,ALB,20200112,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-12,Albania
Albania,ALB,20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-13,Albania
Albania,ALB,20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-14,Albania
Albania,ALB,20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-15,Albania
Albania,ALB,20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-16,Albania
Albania,ALB,20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-17,Albania
Albania,ALB,20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-18,Albania
Albania,ALB,20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-19,Albania
Albania,ALB,20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-20,Albania
Albania,ALB,20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-21,Albania
Albania,ALB,20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-22,Albania
Albania,ALB,20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-23,Albania
Albania,ALB,20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-24,Albania
Albania,ALB,20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-25,Albania
Albania,ALB,20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-26,Albania
Albania,ALB,20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-27,Albania
Albania,ALB,20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-28,Albania
Albania,ALB,20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-29,Albania
Albania,ALB,20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-30,Albania
Albania,ALB,20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-01-31,Albania
Albania,ALB,20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-01,Albania
Albania,ALB,20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-02,Albania
Albania,ALB,20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-03,Albania
Albania,ALB,20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-04,Albania
Albania,ALB,20200205,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-05,Albania
Albania,ALB,20200206,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-06,Albania
Albania,ALB,20200207,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-07,Albania
Albania,ALB,20200208,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-08,Albania
Albania,ALB,20200209,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-09,Albania
Albania,ALB,20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-10,Albania
Albania,ALB,20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-11,Albania
Albania,ALB,20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-12,Albania
Albania,ALB,20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-13,Albania
Albania,ALB,20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-14,Albania
Albania,ALB,20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-15,Albania
Albania,ALB,20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-16,Albania
Albania,ALB,20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-17,Albania
Albania,ALB,20200218,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-18,Albania
Albania,ALB,20200219,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-19,Albania
Albania,ALB,20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-20,Albania
Albania,ALB,20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-21,Albania
Albania,ALB,20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-22,Albania
Albania,ALB,20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-23,Albania
Albania,ALB,20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,2020-02-24,Albania
Albania,ALB,20200225,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,1000000,0,0,0,0,0,4.76,4.76,2020-02-25,Albania
Albania,ALB,20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,0,0,4.76,4.76,2020-02-26,Albania
Albania,ALB,20200227,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,0,0,4.76,4.76,2020-02-27,Albania
